category,customer_id,is_gift,payment_method,price,product_id,product_name,quantity,rating,shipping_address_city,shipping_address_country,shipping_address_state,shipping_address_street,shipping_address_zip_code,tags,timestamp,transaction_id
Sports,3eda9bb5,True,PayPal,606.44,bb3127d6,Dumbbells,4,5,Phoenix,USA,AZ,7373 Maple St,73025,"sale,new",2024-06-22 03:20:40,0112adf1-8527-484c-8c9d-983dd6872998
Automotive,68eabda2,False,Cash,15.27,a6468942,Jump Starter,7,2,Los Angeles,USA,IL,9567 Maple St,35537,"sale,limited",2024-04-10 00:01:40,e75ecd90-96a4-4d34-8b1a-6ad68e991d27
Beauty,04810d82,False,Cash,938.87,9510610c,Perfume,10,3,Chicago,USA,AZ,5014 Oak St,86451,"new,trending,sale",2024-05-19 13:53:40,8de575ab-f1b7-4db9-a546-937ad3f44c76
Health,3dd51ed7,False,Credit Card,839.09,0c6e73c7,Pain Reliever,2,,Houston,USA,IL,6517 Pine St,29496,,2025-01-25 07:24:40,223d3fdd-5822-41fa-8332-09d63fb28694
Health,c16a5e71,False,Bank Transfer,67.7,27f17802,Pain Reliever,8,4,Los Angeles,USA,AZ,1278 Pine St,79868,"limited,new",2024-03-23 03:59:40,a9d1c5ec-c4fa-41b8-8239-356802c10525
Toys,b0e01a98,False,Gift Card,867.2,c4d59799,Board Game,10,,Los Angeles,USA,TX,2665 Oak St,84130,"limited,exclusive,new",2024-04-25 01:43:40,3a836a59-1d29-4d02-acb6-d0066c4b8289
Home & Kitchen,780dc0c2,False,Gift Card,904.84,154681a6,Toaster,6,2,Los Angeles,USA,TX,399 Main St,48307,,2025-02-26 07:42:40,c511ee1b-d8d6-4e25-940d-1dd43132be3f
Toys,ad835bf3,False,Bank Transfer,866.7,f3f0a9a1,Board Game,7,4,Houston,USA,CA,3196 Oak St,53850,,2025-01-27 08:31:40,4ab6bd9d-e090-4f7b-8eaa-245247a54a9b
Sports,f4d56ed5,False,Bank Transfer,50.57,32bfbcd5,Dumbbells,1,,New York,USA,AZ,7772 Oak St,43917,"sale,trending,limited",2024-08-22 15:03:40,0f4c651d-9904-4c17-84b6-c551d5cb1e2f
Electronics,b767d7e5,True,Cash,29.49,240be1ee,Headphones,3,,Phoenix,USA,CA,8859 Maple St,65977,,2024-03-23 02:37:40,6aa3fcb2-3606-4173-838f-d5f4ed2a799c
Beauty,6d42cee5,True,PayPal,835.02,f845c826,Hair Dryer,3,5,Phoenix,USA,CA,1824 Oak St,92534,"exclusive,new,limited",2024-05-02 19:14:40,8f0e831e-1b1d-42ab-a457-27834f581003
Books,ec20a836,True,Bank Transfer,739.68,c318505d,Fiction Novel,5,5,Los Angeles,USA,AZ,4198 Main St,23880,,2024-07-03 09:08:40,d140de21-0ca5-48ca-a6fb-5428eb52ac0d
Books,b2dd45c8,True,Credit Card,46.21,ae8de37b,Biography,3,3,Phoenix,USA,IL,1362 Oak St,98602,"exclusive,trending",2024-10-03 05:10:40,27f6dc45-dcf8-4461-a9d7-cf1a3695d64d
Clothing,63710560,False,PayPal,830.36,0e76ef08,Socks,5,3,Los Angeles,USA,NY,959 Maple St,35174,"sale,new,limited",2024-03-20 23:34:40,8449939a-ae8b-4a03-b754-900a157b1e49
Sports,1550cb2c,False,Gift Card,801.45,cbb33d4c,Tennis Racket,6,2,New York,USA,CA,3129 Cedar St,26871,"trending,limited,exclusive",2024-09-30 07:17:40,c89a2ca6-8350-4782-a475-86331509956e
Sports,89efa0b7,True,Bank Transfer,212.85,5200ac71,Yoga Mat,2,2,Phoenix,USA,CA,6301 Main St,98992,limited,2024-04-25 20:13:40,2d569aac-0dad-4acb-b321-e8227087f4a3
Health,f11e05a3,True,Debit Card,787.51,1aa9ae3f,Thermometer,9,,Chicago,USA,CA,5443 Maple St,16049,"limited,new,exclusive",2024-09-11 11:12:40,4679b3d0-f132-4e3b-9879-dda25b610734
Sports,51c21780,False,PayPal,197.14,8e719a04,Running Shoes,7,4,Phoenix,USA,CA,8367 Main St,36320,,2025-02-04 16:14:40,bfcbd1de-3a46-4904-82e4-1b881f0128f2
Automotive,90cacc70,False,Gift Card,397.83,8c1db5b0,Floor Mats,2,4,New York,USA,TX,6469 Maple St,33028,"exclusive,trending,sale",2024-06-24 17:14:40,f61655c7-1d90-4a03-b1ef-c5903336f2da
Clothing,779d59bb,False,Gift Card,874.8,8bdd016a,Socks,2,,New York,USA,IL,3362 Oak St,96394,"new,trending,exclusive",2024-04-28 09:00:40,82ccfcfa-a229-465a-9bbc-f27a435e12e1
Health,f4eb6049,False,Cash,914.92,6eb1e13e,Thermometer,3,2,Los Angeles,USA,IL,212 Maple St,18943,,2024-12-20 14:24:40,a2e18149-803f-44d5-aae4-cf8fc006a035
Health,cd7da029,True,Gift Card,242.52,9a8be108,First Aid Kit,3,,New York,USA,TX,2097 Cedar St,59333,,2024-09-07 15:08:40,1f705d1f-a171-4c47-aaba-d8ae133d2a3b
Automotive,b80cd0b6,False,Debit Card,127.34,9b26e891,Car Wax,2,,Chicago,USA,CA,8515 Oak St,40133,,2024-06-25 04:33:40,28d36da7-f566-4f45-80f7-9d027cdf9649
Electronics,99471a87,False,Cash,514.16,1a4c8c6d,Smart Watch,4,3,Houston,USA,NY,6737 Cedar St,63929,,2024-12-20 20:26:40,6b2b4b0f-a0b9-4832-ae29-97a3c3ba7209
Sports,d328eb9a,True,Bank Transfer,795.86,694ce6a8,Running Shoes,7,4,Los Angeles,USA,TX,9289 Main St,48248,trending,2025-01-17 05:08:40,4b7d664e-59ab-4d2a-a3ac-924f30b0e8af
Home & Kitchen,8b342908,False,Bank Transfer,714.09,bde38719,Toaster,3,5,Phoenix,USA,AZ,5644 Main St,91516,"limited,sale,exclusive",2024-06-01 23:44:40,f7618871-ff7e-481e-b114-a86096b56172
Clothing,974f546d,False,Bank Transfer,675.25,e323aeac,T-shirt,7,5,Houston,USA,CA,3102 Main St,58344,trending,2024-05-08 04:13:40,5cbfebee-8356-4891-bd1d-1102937d72a3
Home & Kitchen,075eff59,True,Cash,981.42,593cf0a4,Plates,6,4,Chicago,USA,CA,5261 Cedar St,71321,,2024-12-18 06:20:40,aae60dd3-1f74-412e-9009-50d4d395a214
Automotive,32037921,True,Debit Card,872.99,9c82dd31,Car Wax,2,5,New York,USA,TX,999 Oak St,89849,"limited,trending",2025-02-08 23:54:40,34fda1ef-2db2-4534-8aa0-36ce7a4bde57
Automotive,58a15fd9,False,Cash,651.94,88b5d1fe,Jump Starter,4,4,Chicago,USA,AZ,5401 Main St,63645,"exclusive,new,trending",2025-01-03 11:42:40,0a15cb97-9c2f-44e4-ba2e-9fecb966a64e
Health,9ae507ec,True,Bank Transfer,265.75,7b8c8b66,Thermometer,10,,Houston,USA,AZ,647 Maple St,45701,,2024-08-09 23:01:40,4b9cc93f-140d-45a0-be64-5bda5dae26d1
Sports,6b8207c8,False,Bank Transfer,769.75,1c636ee4,Dumbbells,2,1,Phoenix,USA,TX,6579 Maple St,96889,,2024-08-25 17:17:40,0efebaec-c3fa-4ce9-8c56-ebfd67c98d42
Sports,a689923f,False,Cash,524.75,e844e01d,Running Shoes,5,5,New York,USA,AZ,5897 Cedar St,67014,,2024-06-01 01:18:40,dd021ad9-3b3b-4fc5-8f63-e470e6698dae
Electronics,4393deb0,False,Gift Card,638.08,69ab59d1,Smart Watch,4,,Chicago,USA,AZ,9866 Cedar St,85118,,2024-11-15 01:12:40,39ec860d-20e2-4eb8-8397-aa525b231fe9
Health,af32e624,False,Cash,102.76,538af3ff,Bandages,8,3,Chicago,USA,AZ,1386 Maple St,64270,exclusive,2024-08-20 20:00:40,077ab10b-624e-4633-bec9-e394874f36d5
Automotive,bef5993f,True,Debit Card,292.62,d32890b8,Tire Gauge,4,5,Chicago,USA,AZ,7987 Main St,28620,"new,sale,limited",2025-01-05 13:07:40,2b3b9989-8336-47f0-a701-6dfa16a0e8ad
Electronics,f7784aa8,False,Bank Transfer,879.72,e7de756b,TV,7,3,Phoenix,USA,CA,8278 Oak St,61674,"sale,limited",2025-01-06 16:30:40,73bb1f16-d84c-474e-818f-4bb9cd16f936
Sports,14dff32d,True,Cash,390.79,94b4ef1a,Tennis Racket,3,5,Houston,USA,NY,3467 Maple St,89667,"new,exclusive,limited",2024-03-28 21:50:40,6347e32b-3eba-4848-a502-b4b57db90ca1
Grocery,ecb3532b,True,Bank Transfer,480.31,0e626d04,Coffee,3,,Phoenix,USA,AZ,7510 Pine St,29941,trending,2024-09-13 21:32:40,a1309b71-85be-4014-a8ed-fb74676ac6ca
Books,2a55c313,True,Debit Card,649.39,f5b61095,Biography,9,3,Los Angeles,USA,CA,1148 Maple St,61142,"sale,new",2024-04-26 04:59:40,ed5a6321-ef72-455d-98cf-5268165b8184
Grocery,47b2ed69,True,Debit Card,986.53,380b6e10,Snacks,4,5,Chicago,USA,AZ,4474 Cedar St,59925,,2024-09-30 20:09:40,efb3fe68-189f-48cd-8774-1f56085ce790
Sports,a05185fc,True,Gift Card,158.07,3af1ada3,Basketball,5,,Phoenix,USA,IL,7764 Main St,39497,trending,2024-12-25 09:24:40,02302958-c42c-4dad-9225-8755e422271c
Clothing,b7ff5ac4,False,Gift Card,495.33,af6567df,Jacket,10,5,New York,USA,TX,431 Cedar St,82238,,2024-08-13 03:11:40,143713d3-b952-4c9c-9219-2f58754266b7
Electronics,6f827826,False,PayPal,185.64,52523af1,Headphones,10,2,Chicago,USA,CA,2776 Maple St,41015,trending,2024-11-15 05:23:40,a1fbc72c-d0b1-4dcf-8be6-fffa1ba887c3
Health,2be4060b,True,PayPal,263.26,36cb3dc3,Thermometer,3,1,Chicago,USA,NY,2619 Maple St,13309,"exclusive,new,limited",2024-05-20 00:11:40,091e5cc2-7a12-4f2c-acd5-7826854492c8
Home & Kitchen,ccd35596,False,Bank Transfer,716.6,f16d4f5f,Toaster,8,,Los Angeles,USA,CA,7885 Pine St,21927,,2024-05-01 23:01:40,8976141e-5047-4a1a-9e68-ef324fb334e5
Automotive,5cbdd696,False,Cash,853.68,c4e50ba4,Jump Starter,7,2,Phoenix,USA,IL,6059 Main St,78832,"new,sale,trending",2025-01-16 16:56:40,4b9ef715-4044-49a2-8cb8-2f7b29659168
Home & Kitchen,4ef85a13,False,Debit Card,327.48,c79f58f7,Plates,10,2,Houston,USA,NY,8659 Pine St,11717,trending,2025-02-23 13:29:40,af2cd8f9-7f59-4eb0-ae03-72c6f8283028
Health,98844bef,False,Credit Card,129.74,82582fbc,Bandages,5,,Chicago,USA,NY,5694 Oak St,67149,limited,2024-07-23 01:28:40,61dda2ba-4725-4288-99e5-290d3cd9a83c
Toys,ff912014,False,Credit Card,82.17,0322eb21,Puzzle,3,,Houston,USA,CA,5198 Oak St,25227,,2024-09-04 09:32:40,ef78558f-ed1d-450f-b198-a78f0b758168
Toys,326ea637,True,Credit Card,593.17,9f0c917b,Stuffed Animal,9,,Houston,USA,NY,4304 Pine St,30074,,2024-10-18 15:23:40,0e7aa863-32ec-4ec5-ad59-4f125b48ecaf
Health,f702727d,False,Bank Transfer,228.09,0b7a5e74,Pain Reliever,2,,Phoenix,USA,TX,4630 Pine St,65323,,2025-02-21 10:48:40,7c25141c-2c55-49d4-bf8b-572075ac2aff
Sports,93e5bc39,True,Gift Card,335.82,f0ba4cf2,Tennis Racket,7,5,New York,USA,TX,3042 Oak St,67242,,2024-09-27 07:03:40,9be7bd07-f485-4e29-8735-b6af38a782ce
Electronics,dd1c8379,False,Debit Card,902.37,cc230dc7,TV,4,3,Los Angeles,USA,IL,3145 Oak St,35327,"trending,exclusive,new",2024-06-10 11:15:40,843346c7-28ba-4d38-9ade-7eb3a82624c8
Clothing,40e1c7a3,False,Bank Transfer,407.1,61e8a1e9,Dress,2,4,Chicago,USA,NY,456 Main St,43400,"exclusive,trending",2024-08-30 17:52:40,5eb5a33b-f92c-4f4f-b2f4-5560c6a0367b
Electronics,b7441659,True,Gift Card,447.43,f85cc4eb,Tablet,5,3,New York,USA,NY,7550 Main St,75734,,2024-07-23 02:32:40,265ea021-e653-4ad1-b501-c48e97bc177c
Clothing,79ed65b9,False,PayPal,467.15,040002ba,Hat,7,5,Los Angeles,USA,CA,7732 Main St,89569,limited,2024-08-13 19:31:40,d436b2a3-55a2-4ab6-8cf9-356e6cbc91f0
Home & Kitchen,c0bd07dc,False,Credit Card,631.61,621df9e0,Plates,5,2,Houston,USA,IL,7686 Cedar St,55348,exclusive,2025-02-16 07:26:40,4daf7f3a-2c33-416d-b578-3f41ac140641
Beauty,821158e2,True,PayPal,151.63,fc38b33e,Perfume,10,2,Houston,USA,IL,4854 Cedar St,75407,"exclusive,limited",2024-09-14 19:11:40,ca3ce241-8e55-48fd-bb6a-681fc21cd150
Grocery,fb18d215,False,Gift Card,351.29,f13de348,Frozen Meals,7,4,Chicago,USA,AZ,5110 Pine St,42462,"trending,exclusive,limited",2024-03-27 18:27:40,963009c9-61d5-4a7f-9f78-c643ae89a62f
Home & Kitchen,eeaeea94,True,PayPal,578.23,6fd0fdee,Toaster,10,,Los Angeles,USA,AZ,6513 Cedar St,87183,,2024-07-20 21:22:40,4c8e699d-5879-45fc-a50c-b44dbde2dc3e
Grocery,9774875e,True,Debit Card,155.87,1d43b912,Canned Goods,1,2,Phoenix,USA,NY,4002 Main St,71581,limited,2024-03-26 10:38:40,ae9dcfe4-f189-409b-b83d-795ecfe84e91
Home & Kitchen,e3b57d55,False,PayPal,832.98,873ab190,Coffee Maker,2,,New York,USA,IL,5077 Oak St,65886,"exclusive,limited",2024-04-17 02:13:40,bae8ed13-67aa-4fbe-ab81-4e035b1d3f62
Grocery,eac40ed4,False,Gift Card,606.94,39c75344,Pasta,3,,Los Angeles,USA,AZ,9808 Main St,38914,,2025-03-14 09:00:40,97ada9e0-a47a-4519-9a8a-c0ddbb19262d
Home & Kitchen,9a973c7a,True,Gift Card,167.28,35c69f74,Plates,3,2,New York,USA,TX,6126 Main St,34039,"limited,new",2024-05-22 12:03:40,9e4edaf1-80ad-4bb2-8436-f2d82a9182e0
Health,79bbaf7e,True,Bank Transfer,398.42,9391cc26,Bandages,4,,New York,USA,CA,2616 Pine St,68635,exclusive,2024-06-25 04:35:40,dac2b528-79c7-4ecf-aff1-1495962fb8cb
Electronics,6b7c4cb6,False,Debit Card,150.7,d956ae84,Tablet,1,2,New York,USA,AZ,1253 Oak St,69313,"limited,sale,trending",2024-10-14 02:44:40,40204e90-2e4f-4370-abaf-959eeff02104
Grocery,fd2c684d,False,Bank Transfer,311.64,cb8f2a32,Coffee,9,1,New York,USA,CA,8209 Pine St,98883,sale,2024-09-07 17:56:40,dd4b2009-4546-44e2-baac-0edbcd64a642
Health,a3ef3c7f,False,Debit Card,612.13,18035cdc,Bandages,4,,Phoenix,USA,CA,3739 Cedar St,71289,"exclusive,limited,sale",2024-12-26 13:36:40,e5a3a09d-304d-4a6b-885b-92c92ea05f3e
Sports,c0a5f1bd,True,Bank Transfer,731.73,380e6381,Yoga Mat,9,5,Los Angeles,USA,AZ,5359 Main St,28528,sale,2024-07-29 03:51:40,b5cd925c-30ba-49ad-b7ee-e3bb06be40d9
Electronics,5c118a32,False,Bank Transfer,984.75,715ee740,Smartphone,1,1,Los Angeles,USA,CA,2847 Maple St,80114,trending,2025-02-20 16:54:40,fb7df409-17f6-4d71-a936-04a6c6eb1a2b
Beauty,8fb7e073,True,Cash,850.48,09422748,Face Cream,10,5,Chicago,USA,IL,4737 Maple St,63345,"new,limited,exclusive",2024-07-21 00:43:40,4c0bef8d-6058-42a2-a4c3-d808c363f089
Health,9db556ad,False,Bank Transfer,574.74,198d80fd,Thermometer,4,2,Phoenix,USA,AZ,6293 Oak St,65453,"limited,new,exclusive",2025-03-10 12:30:40,f14948b5-6eaa-45ef-97a9-60e50aabb38c
Grocery,3025741c,True,Gift Card,421.37,14e0ef8f,Coffee,6,5,Phoenix,USA,CA,3033 Pine St,48643,"new,exclusive",2024-06-14 09:38:40,86da4db7-4b65-4304-ab2b-aae5af9355c1
Electronics,83b613a5,False,Gift Card,27.14,2d08f3a3,Headphones,8,4,Phoenix,USA,AZ,9708 Main St,53959,,2024-06-18 08:55:40,814db87e-44b1-4c05-90b8-47f332835cf0
Toys,df5cbb63,True,Bank Transfer,778.11,0a044901,Puzzle,3,5,Houston,USA,TX,497 Maple St,16697,,2025-03-18 05:39:40,87230094-6c73-455c-b962-0da840bcf77a
Clothing,26f07663,True,Gift Card,975.17,633b9b5f,Hat,2,5,Los Angeles,USA,IL,6378 Oak St,72852,trending,2024-09-09 06:14:40,fda5b975-7a60-4254-a827-cb3fa6e5d646
Toys,c61f7d4c,True,Gift Card,429.11,20ffbc05,Action Figure,9,1,Chicago,USA,AZ,4366 Oak St,48533,"new,trending",2024-06-15 06:51:40,26fdfa59-4fbf-4f5f-bc0a-c71f49248bd0
Clothing,d96d3ecc,False,Credit Card,682.15,c0d41d6d,Jeans,6,2,Houston,USA,AZ,5176 Main St,41092,,2024-06-03 09:17:40,5d116c65-5228-4f93-afae-21520ab6bc44
Toys,e40ed5ab,True,Bank Transfer,643.93,d88ca62f,Puzzle,6,4,New York,USA,NY,8333 Maple St,37889,"new,limited,trending",2025-03-06 02:34:40,eef9c67e-d59b-4581-831a-3a9fb5852387
Automotive,3ebaad0a,False,Cash,131.5,26e2d3b4,Jump Starter,1,2,Chicago,USA,TX,4876 Pine St,37108,,2024-04-27 16:50:40,b403f79a-a49c-4f92-9188-d984b7149a87
Automotive,9c4a1092,False,Gift Card,336.03,c24bbc46,Floor Mats,6,1,New York,USA,IL,532 Oak St,95077,,2025-03-12 05:45:40,e22ecd71-ed23-490f-a928-50783621df6b
Books,20015d73,False,Gift Card,649.45,95254cdc,History,2,,Houston,USA,NY,5479 Maple St,19410,,2024-09-13 12:07:40,46d64805-e10b-4397-ba85-8eb7be5bcb5f
Home & Kitchen,81df3b1e,True,Debit Card,31.17,2c7a327d,Coffee Maker,5,1,New York,USA,CA,1059 Oak St,97900,,2024-08-26 22:58:40,d8eef751-0fd8-4a18-af20-cff03c7c4725
Health,61e55768,False,PayPal,353.69,4882336c,First Aid Kit,3,,Los Angeles,USA,AZ,7982 Pine St,76612,"exclusive,sale,new",2024-11-28 21:03:40,ec0f53bd-d377-423a-9263-84352e5a99d9
Health,d60312d1,False,PayPal,984.73,06953519,Vitamins,1,5,Houston,USA,IL,8957 Pine St,25821,"new,trending",2024-05-09 22:47:40,e0c659e9-33de-4326-8373-04189f536cf4
Electronics,d721498f,False,Bank Transfer,513.8,a763d4b3,Smart Watch,2,,Phoenix,USA,AZ,1773 Cedar St,41566,exclusive,2025-02-20 01:48:40,cff1857f-596b-40bc-86c0-2bc2ccbcccd8
Books,b06675df,True,Cash,513.0,963e8b0f,Self-Help,3,3,Phoenix,USA,AZ,1653 Maple St,30792,"limited,new",2025-02-14 08:11:40,33ce536b-d47c-4bc1-a2f6-ab6a859f840f
Home & Kitchen,672a7af1,True,Cash,606.07,cc52b3ab,Coffee Maker,7,1,Houston,USA,AZ,7229 Oak St,48016,"new,sale",2024-10-20 12:07:40,284a75f4-f3fb-4696-b046-71a3518f43c1
Automotive,7e5e6f1c,False,Cash,590.9,f94c85a5,Tire Gauge,9,3,Chicago,USA,AZ,8447 Oak St,26546,"trending,limited",2024-06-27 05:53:40,22e92a64-acaa-4b5d-8750-74571e2c3302
Automotive,52966d0d,True,Bank Transfer,79.78,42ecf2c5,Car Wax,4,,Los Angeles,USA,IL,4584 Oak St,51247,,2024-04-25 21:28:40,43186586-43c9-419c-ab01-541ce5133d96
Toys,6d282a78,True,PayPal,161.39,86d89df9,Doll,5,2,New York,USA,IL,2867 Pine St,58387,,2024-08-28 01:24:40,17e30585-2b37-4b03-933a-f132eed8b2f8
Toys,46948452,False,PayPal,808.36,58e4ae4e,Doll,8,,Phoenix,USA,NY,1660 Pine St,79273,,2024-08-27 18:57:40,d7d1d520-da31-4ee9-a911-b6054c09b8ae
Beauty,93d87360,False,Credit Card,31.45,b158c625,Lipstick,3,2,Los Angeles,USA,TX,354 Oak St,98112,"limited,exclusive,sale",2024-03-25 11:56:40,c88b9be0-2679-4cb1-8a08-fce98c047de6
Sports,131f2c50,False,Cash,866.48,e87d8003,Yoga Mat,5,4,New York,USA,NY,1449 Pine St,75069,,2024-06-23 20:34:40,ed3ea671-e0f9-4d82-a12c-da0bba89ca64
Health,57181e96,False,Debit Card,537.78,b3e68437,First Aid Kit,10,2,Los Angeles,USA,NY,3202 Main St,28044,,2024-08-10 07:11:40,4f9301bd-79a5-4764-a8df-4c46e6428745
Sports,5175970c,False,Bank Transfer,141.35,e5c98987,Yoga Mat,6,2,Los Angeles,USA,IL,2024 Maple St,67068,new,2024-06-22 15:45:40,f9eae779-3212-4c8b-823f-36f417827206
Beauty,2d8a9100,False,Bank Transfer,808.14,b90bb033,Shampoo,4,3,Houston,USA,IL,6839 Oak St,47702,,2024-06-15 03:02:40,6f16f129-b777-45cc-95a7-7f2775ae87c8
Health,fe04d883,False,Bank Transfer,84.51,7dc0854b,First Aid Kit,3,1,Phoenix,USA,IL,8291 Cedar St,48688,,2024-11-16 04:21:40,b69f3141-90e5-40a7-9050-162dd91706f4
Sports,bad20b1b,True,Bank Transfer,555.05,49f2061c,Basketball,10,,Phoenix,USA,NY,1870 Pine St,42421,"trending,limited,sale",2024-09-09 01:02:40,bd3cab16-957a-4e65-be51-9c830588b9c2
Books,c579f4ee,True,Credit Card,225.13,249f4382,Self-Help,8,1,New York,USA,TX,1981 Cedar St,84373,"new,sale",2024-06-03 13:37:40,aa45c6ea-dbdf-4439-8848-f9b58e738d14
Automotive,dd90756e,True,Bank Transfer,545.29,8a001890,Car Wax,7,5,Los Angeles,USA,NY,6203 Main St,16340,"new,sale",2024-10-03 06:47:40,ec1862cb-9d36-4f27-a37b-51c9ac596a67
Grocery,9c6f9078,True,Credit Card,178.46,2f2e36ec,Snacks,1,3,Los Angeles,USA,CA,4936 Maple St,28841,"trending,sale",2024-10-14 13:51:40,452d6a0a-53d5-4871-aa9d-d30f09e04395
Electronics,b90bec69,True,Gift Card,790.08,7e8d0e1a,Headphones,6,3,Houston,USA,CA,254 Cedar St,30729,"trending,limited,exclusive",2024-04-22 02:27:40,3330277c-0d05-4d69-b3e0-7454f15efac6
Toys,dc7f2723,False,PayPal,494.74,53696bbc,Board Game,4,3,Phoenix,USA,CA,8196 Main St,17107,,2024-10-10 10:35:40,59be6dbf-8f4b-47c4-9356-d5be28c5e62d
Grocery,994e1bdf,False,Cash,237.14,b192ad4f,Pasta,7,3,New York,USA,IL,732 Cedar St,39636,"new,sale",2024-07-13 21:45:40,0435113e-e8b1-4cc4-9155-6c8230e864d9
Automotive,738f7ff8,True,Credit Card,916.1,79f4d3ba,Floor Mats,7,3,New York,USA,CA,3626 Pine St,96234,,2024-05-27 10:34:40,ce38c827-0795-425d-9625-8fa84212fe4e
Automotive,ac319a3d,False,Bank Transfer,238.77,31ee2e62,Air Freshener,1,5,Los Angeles,USA,AZ,3945 Oak St,17430,,2024-11-04 08:49:40,5261772f-6187-40b1-8cc1-61c31fa419b6
Sports,35be4348,True,PayPal,232.62,bf6e03f6,Basketball,7,3,Phoenix,USA,TX,1200 Maple St,57082,limited,2024-12-03 04:02:40,d491cdfb-fb05-45ed-8726-f495c610d97e
Grocery,4efdb919,True,Bank Transfer,311.43,af23981d,Pasta,6,,Los Angeles,USA,CA,3322 Pine St,69347,"sale,exclusive",2025-03-07 04:28:40,ea1ec220-3669-4c5b-ade7-2ab2c0ac319b
Books,3359a412,False,Bank Transfer,545.11,12c6eb26,Self-Help,10,,Los Angeles,USA,TX,1648 Main St,63034,,2025-02-01 05:26:40,0cd38443-1eb3-4c94-badf-87ac70c9b241
Health,6d3d308a,False,Gift Card,678.19,eec5821c,Vitamins,10,,Phoenix,USA,NY,4818 Pine St,29576,"trending,new",2025-02-03 07:00:40,7f395360-482f-4bfd-b61e-44d9d7b95d05
Electronics,0358b9fe,False,PayPal,485.91,e17c9ec5,Camera,2,1,Houston,USA,TX,3926 Pine St,50772,"trending,sale,exclusive",2024-07-09 13:42:40,1138a788-7008-4ac2-b243-66b0d4ebcdb8
Health,24b14f7d,False,PayPal,226.87,42ddb639,Bandages,5,2,Chicago,USA,TX,6476 Cedar St,91073,"new,trending,limited",2024-10-25 18:50:40,6a2146e8-7473-4c32-b0b2-61510763e550
Clothing,18953668,False,Debit Card,289.51,0e0ed599,Shoes,8,,Chicago,USA,CA,3911 Maple St,23488,"trending,sale,limited",2024-06-14 19:56:40,f45c2728-3b67-4381-bac2-f6609693ff7e
Sports,47c13090,False,Gift Card,806.99,e54f684c,Yoga Mat,8,1,Los Angeles,USA,IL,4304 Pine St,68336,,2025-02-13 05:51:40,67587777-b3cd-4f9a-ba97-c6d8fad8fd1a
Automotive,54f6fa59,True,Bank Transfer,43.55,a153b0c5,Jump Starter,8,,Phoenix,USA,TX,7011 Pine St,41258,"limited,trending,sale",2024-08-15 13:15:40,cd2ff1a2-8388-41f8-b87b-bdbcc5b76994
