category,customer_id,is_gift,payment_method,price,product_id,product_name,quantity,rating,shipping_address_city,shipping_address_country,shipping_address_state,shipping_address_street,shipping_address_zip_code,tags,timestamp,transaction_id
Electronics,213aaa80,False,Debit Card,254.47,8d467164,Smartphone,7,,New York,USA,CA,1782 Oak St,87008,"new,exclusive",2024-12-12 06:28:40,089857b9-f04a-4a2a-8603-ce4038e742ad
Grocery,be095f50,True,Bank Transfer,529.45,6625ce30,Snacks,4,3,Chicago,USA,CA,8532 Oak St,44533,exclusive,2025-02-22 17:00:40,e9d68487-e0b1-42fb-aa25-82535c5ec633
Sports,36e4381c,True,PayPal,212.95,8ea7358f,Basketball,6,,Houston,USA,CA,6073 Pine St,25081,"limited,sale,exclusive",2024-06-12 07:27:40,1bcf0e1a-5c91-4647-a4d4-151f77381ffc
Grocery,c58d09fe,False,PayPal,333.88,1d385a2b,Snacks,9,2,Houston,USA,TX,1525 Oak St,38347,"limited,exclusive",2025-01-25 16:45:40,5af3d267-8fda-4ca7-8ca8-0d8e5a424f25
Grocery,bc7bc1f7,True,Debit Card,940.19,c24c2626,Cereal,6,1,Houston,USA,AZ,1550 Pine St,43086,"trending,exclusive",2024-11-11 11:00:40,15c17980-155d-4c52-a507-2cb61d42b565
Toys,41749231,False,Credit Card,214.32,d7bf43de,Action Figure,5,5,Chicago,USA,TX,1276 Cedar St,63750,"exclusive,new,sale",2025-01-15 12:24:40,a561a690-593d-45f2-8ac2-85f611a02a21
Books,b80ad970,True,Bank Transfer,33.81,8af807f2,Science Fiction,3,,Chicago,USA,AZ,2822 Oak St,31824,"new,trending",2024-04-22 07:38:40,b1060cba-073e-4b8e-b52f-42f020aaaa92
Electronics,7cff68db,True,Gift Card,447.94,295599de,Headphones,6,,Chicago,USA,CA,2730 Cedar St,82970,"trending,limited",2025-03-01 21:54:40,b98e6d4c-229e-415e-a43a-e3a4b3818cc8
Clothing,8882c022,True,Gift Card,139.95,a6e251a4,Dress,6,5,Chicago,USA,CA,652 Maple St,44536,sale,2024-08-19 21:45:40,8537ba13-ab8d-42f1-bf96-9104e04e7aa2
Home & Kitchen,18a9559d,True,Credit Card,233.35,fba55601,Blender,4,,Chicago,USA,CA,365 Main St,46596,exclusive,2024-06-09 23:30:40,74b85597-cbed-44ac-83f0-dfbfa531120f
Beauty,82a0ad37,False,Debit Card,280.2,c138a309,Lipstick,10,1,Houston,USA,IL,1126 Oak St,39030,"sale,trending",2024-04-08 02:42:40,11d0a541-e166-4a06-bfa4-92528b390a4a
Beauty,a6c6f2c3,True,Cash,602.64,a3092e9f,Face Cream,2,2,Chicago,USA,CA,5839 Maple St,86521,"new,sale,trending",2024-09-13 20:38:40,c5003517-72d6-4755-9cb0-afdd05655165
Automotive,04fa2375,True,Cash,891.96,14ac445e,Jump Starter,10,5,Houston,USA,TX,1359 Cedar St,26827,"new,exclusive,sale",2024-07-20 12:40:40,419f87e1-8a4d-4760-87ec-aa73d2737b61
Toys,cbaeabb8,False,Cash,805.27,72dcdbd9,Board Game,7,1,Phoenix,USA,CA,660 Pine St,73646,new,2025-03-18 09:07:40,6aac8627-4bf2-45e3-8232-aeee2de047a6
Health,188d161b,False,Debit Card,223.36,da9f3836,First Aid Kit,7,,New York,USA,CA,5018 Cedar St,60328,"new,sale",2024-11-17 14:50:40,99a5d6aa-678f-487c-8dfe-308cb57803af
Automotive,81408a4e,True,Bank Transfer,283.29,2f08c6bf,Car Wax,6,2,New York,USA,CA,9338 Oak St,43629,sale,2024-03-23 07:19:40,b12529e5-333d-4927-975c-89981db88d2c
Grocery,e5ab70bc,True,Bank Transfer,482.7,b65404b7,Cereal,10,,New York,USA,CA,6212 Maple St,26839,,2024-05-03 18:19:40,2d6645f6-9796-46dc-9364-f50344b19dc8
Automotive,d68f5fa5,False,Gift Card,533.83,f27d955b,Car Wax,1,4,Los Angeles,USA,NY,5935 Main St,92477,,2024-10-04 20:16:40,cb37381e-cfbb-4d6a-baeb-132fde962de2
Health,33ed8b4c,True,Debit Card,802.29,6fc5191f,Thermometer,1,,Phoenix,USA,IL,297 Maple St,59370,"exclusive,sale,new",2024-05-13 01:28:40,b8f52210-0aac-4bb3-9648-c244553088d0
Automotive,f50dbdb3,False,Bank Transfer,234.74,96b55c1e,Tire Gauge,5,5,Chicago,USA,IL,1415 Oak St,33452,"exclusive,trending,sale",2024-04-07 17:19:40,849c5603-63d9-4bd3-a57b-9ef6a71c2798
Clothing,8f18e530,True,Credit Card,668.93,2df0e6c3,Dress,8,,Houston,USA,AZ,5959 Pine St,18481,"exclusive,limited,new",2024-04-17 18:27:40,93116336-293c-425a-a21b-9974cc139bf0
Home & Kitchen,7a8ef088,False,Bank Transfer,986.24,478c311e,Toaster,3,2,Phoenix,USA,IL,6388 Main St,78270,sale,2024-04-20 21:29:40,52c190ad-0796-416f-b576-c7605d01897b
Books,3adaf78d,False,Cash,375.7,c7aa093e,Self-Help,2,5,Los Angeles,USA,IL,1831 Oak St,35701,"trending,new",2024-05-09 00:16:40,535394ad-b05a-445a-bed6-4daf86edccf9
Automotive,df52ac7e,False,Bank Transfer,248.36,fbb53633,Floor Mats,8,4,New York,USA,AZ,7926 Oak St,17471,sale,2024-05-07 07:25:40,acaabd36-87aa-487f-9649-aad0a2918cce
Clothing,676555d1,False,PayPal,780.54,bad30f06,Dress,8,3,Phoenix,USA,AZ,730 Cedar St,19851,,2024-06-01 04:11:40,fd25400d-59d3-4f3d-b88a-f8a075cfa36d
Electronics,4e6135fb,True,Credit Card,75.63,b89e2b6b,TV,9,1,Chicago,USA,TX,4896 Main St,29179,,2024-10-09 16:13:40,2877e1eb-247d-4566-839e-fd500ae6b4e0
Home & Kitchen,3a7277b3,False,Gift Card,247.91,ed8c7eb2,Blender,3,2,Houston,USA,NY,6455 Pine St,85210,"new,trending",2024-05-06 04:10:40,9f1f0714-56f8-4cab-817a-fb643eae2493
Clothing,9e877c1d,True,Bank Transfer,629.79,ee1188cf,Jacket,2,3,New York,USA,NY,8482 Main St,50244,,2024-05-30 00:52:40,d2123553-7fd6-4070-9b13-edbc0cf9f45f
Automotive,d2f9786d,True,PayPal,171.3,f2fbabe8,Air Freshener,6,,Phoenix,USA,CA,7244 Maple St,64422,"sale,exclusive",2025-02-21 22:59:40,b9446345-6c41-4fa5-851b-780f43a3de05
Sports,223bfbeb,False,Gift Card,384.93,a958acdd,Basketball,5,3,Los Angeles,USA,AZ,5599 Main St,21930,"exclusive,limited",2024-04-03 11:44:40,190cd96c-44ca-4003-82f2-d9d9ceb91d60
Toys,02f22f55,True,Gift Card,190.87,7db3118f,Stuffed Animal,2,3,Phoenix,USA,AZ,7760 Oak St,65376,new,2025-02-13 15:17:40,304605cd-e3b0-476b-b763-c8c765c6d351
Home & Kitchen,446ef4af,True,Bank Transfer,274.98,f42cd932,Toaster,6,5,Los Angeles,USA,IL,7060 Cedar St,75055,"sale,exclusive",2024-05-22 13:28:40,12262b1f-2e41-4df3-88c5-173218c7ba21
Home & Kitchen,60eec9aa,True,Credit Card,400.23,ae2579a9,Coffee Maker,3,2,Los Angeles,USA,CA,8263 Main St,59742,"sale,exclusive",2024-08-10 00:19:40,18240756-a313-4335-8273-05391c9136d5
Books,069c84f4,False,Credit Card,266.36,fedd4aa0,Fiction Novel,4,1,Phoenix,USA,NY,1512 Pine St,41208,limited,2024-12-17 11:55:40,61f7608b-640e-4395-af18-8015f136aea7
Health,dc95da40,True,Gift Card,899.27,ae27473d,Thermometer,10,1,New York,USA,IL,6956 Maple St,30371,"new,limited,trending",2024-12-08 23:29:40,18d9ee0e-d8f1-41aa-80e9-3ff7a2d35513
Electronics,c6df3ad0,False,Credit Card,101.46,ce8c3713,Tablet,1,1,Los Angeles,USA,IL,9964 Maple St,47198,"exclusive,sale",2024-04-28 06:59:40,170e3f3a-b42d-4a4e-9fa4-d3c45c7a7de1
Beauty,c5370856,True,Cash,446.75,b6404bfb,Face Cream,2,,New York,USA,CA,5380 Oak St,78528,,2025-02-25 02:28:40,c891673e-9150-48b0-a5ea-b3056503a0d0
Home & Kitchen,50bb2a2a,True,Debit Card,325.0,42be1e64,Coffee Maker,9,1,New York,USA,AZ,6415 Cedar St,49975,,2025-01-06 07:03:40,3652106b-92b9-4a86-9867-d7465b78d58a
Electronics,59eed150,False,Cash,840.22,c303f3b7,Tablet,7,2,Chicago,USA,IL,8976 Oak St,98701,"exclusive,sale",2024-09-05 10:41:40,80bab6d6-cb9c-4683-aad8-4f3e13062eb0
Home & Kitchen,86277694,True,Debit Card,354.87,f61ba735,Coffee Maker,1,,Chicago,USA,NY,1576 Main St,82801,"new,trending,exclusive",2025-01-24 02:21:40,3107794c-c133-4d03-a0b5-75127a3a6dd0
Electronics,b131511e,False,Debit Card,834.9,d31d5492,TV,8,4,Los Angeles,USA,CA,5028 Pine St,85401,exclusive,2024-06-03 14:11:40,6a969612-2408-40fb-a590-c98a656bfc59
Books,5d324b24,True,Debit Card,942.59,2b5667e6,Fiction Novel,9,,Los Angeles,USA,NY,7309 Maple St,60055,limited,2024-05-09 09:37:40,61367ad7-d0bd-454a-a6b9-7d544fdd8a7b
Grocery,8927e0ab,False,Credit Card,106.09,19f85a10,Coffee,2,,Chicago,USA,CA,7204 Cedar St,10471,"exclusive,limited,sale",2024-09-12 04:39:40,9bc58ffb-ba08-4426-97c8-cd853b1088b8
Books,603b773f,True,Credit Card,586.41,bf3c9101,Biography,3,,Phoenix,USA,NY,8664 Pine St,36979,exclusive,2024-05-09 01:52:40,f29cfd46-2157-4708-b103-b84053a63afe
Clothing,33887bcb,False,Gift Card,825.4,bc148ef5,Jacket,7,3,Houston,USA,AZ,420 Pine St,24842,limited,2024-07-13 09:06:40,d52090a2-c25f-44dc-adb6-bf67c32794bb
Sports,c9fd462d,False,PayPal,291.53,cdd364cf,Tennis Racket,2,2,Chicago,USA,CA,5170 Main St,82420,"sale,limited,exclusive",2024-07-27 18:16:40,1c7c8284-ec0d-40b0-a612-b27560827d09
Health,9da4d7da,True,Gift Card,114.4,98d4aba8,Pain Reliever,3,,Chicago,USA,TX,9373 Main St,42783,,2024-11-30 03:01:40,e5907e2f-fc89-45a0-9f7a-93a0fb9b4b8a
Sports,8dde55ad,True,Bank Transfer,206.59,2792e595,Bicycle,8,3,Chicago,USA,IL,1340 Pine St,55596,"exclusive,sale",2024-05-22 18:30:40,d4671cac-5fd9-4ef5-9b82-0522ec7286d0
Toys,8c053d21,False,Debit Card,443.22,9ca4b6b5,Doll,9,4,Los Angeles,USA,IL,9518 Cedar St,93978,"sale,new,exclusive",2025-01-23 04:37:40,db12443a-9023-4119-8953-42797e24da8c
Books,a9052bec,True,Credit Card,338.9,c1509a91,History,6,,Los Angeles,USA,TX,8320 Oak St,52779,sale,2024-12-24 21:15:40,18b25b68-1435-471d-9ef3-0e4a3a2b0638
Grocery,95ffba3b,True,Cash,207.79,3cdd1c84,Pasta,1,5,Los Angeles,USA,CA,6786 Oak St,46086,new,2024-09-29 11:17:40,462964f3-6e12-43df-bce2-b032124b627c
Books,746536f4,True,Bank Transfer,863.78,292325ef,Fiction Novel,1,1,Chicago,USA,IL,7578 Maple St,99596,"limited,sale",2024-06-11 18:01:40,4c97bfb0-c823-456b-b44e-d15e77bd6f1c
Toys,387e361b,True,Debit Card,273.95,2b1536a6,Doll,5,2,Phoenix,USA,AZ,3722 Cedar St,63294,,2024-10-22 19:39:40,25d988ac-615c-476a-a5ac-0b0131057447
Grocery,231f8fde,False,Gift Card,695.14,28125ba6,Cereal,8,,Houston,USA,AZ,3958 Oak St,65703,,2024-12-20 01:51:40,6801e694-d77b-4123-903d-e83ec0f00a54
Books,d0d0b224,True,PayPal,944.24,24e9938d,Science Fiction,8,3,Los Angeles,USA,IL,4691 Pine St,86112,exclusive,2024-09-27 15:39:40,02197d53-58d9-4ee1-8c2a-fcca113e8946
Grocery,c43228a1,True,Debit Card,719.93,31afdc35,Cereal,4,5,Los Angeles,USA,CA,9144 Maple St,46069,"new,trending,limited",2025-02-04 05:49:40,e9eb508f-2d9f-4366-ae2e-92f20f5bce95
Clothing,3dfa0c88,False,PayPal,138.32,6a8cc9db,Socks,8,1,Houston,USA,CA,8094 Oak St,25619,new,2024-04-13 04:18:40,780cb213-f9c8-48f1-8c99-156e3ef2f0c4
Toys,c12f791f,True,Gift Card,471.17,3d268c54,Action Figure,7,2,Los Angeles,USA,NY,7552 Main St,57224,,2024-04-16 04:17:40,0d807e97-de0f-4896-b957-4f6c632d0ebe
Automotive,3721c1a8,False,Gift Card,306.68,50e15a76,Air Freshener,6,,Houston,USA,NY,2795 Cedar St,35378,exclusive,2025-02-09 15:09:40,2dfa2c62-089d-4bb3-9091-26eeb8d3e282
Beauty,35c9255d,True,Credit Card,160.11,a81d4ec5,Lipstick,2,2,Los Angeles,USA,IL,3547 Pine St,97337,new,2025-01-10 01:16:40,3190b4b1-bdbf-4e79-8ea9-7a65265353e3
Books,f652766c,True,Debit Card,819.99,9ba8a64a,Fiction Novel,10,,New York,USA,CA,5330 Cedar St,82974,,2024-05-12 02:11:40,9dc70885-fa4b-495c-aa69-8dc82668085a
Health,14c7033c,True,Cash,393.77,8ccaaaee,Pain Reliever,3,4,New York,USA,CA,6428 Pine St,26747,"new,sale",2024-12-30 23:24:40,38158f82-9628-4683-a03e-31d1578962c3
Automotive,28ca2ade,True,Bank Transfer,872.31,b0d60d47,Jump Starter,1,,Chicago,USA,TX,2475 Pine St,54591,"exclusive,sale,new",2024-10-04 04:09:40,593a2818-f9fe-46bb-8f9a-8c3a6051ce75
Grocery,0cb50d99,True,PayPal,707.39,5fc6f88a,Frozen Meals,10,,Los Angeles,USA,AZ,9677 Maple St,58094,"trending,exclusive",2024-05-05 01:25:40,5a377dd3-699b-4745-b5dd-ee4a2b5d98e1
Electronics,0f8a5f29,True,Bank Transfer,436.25,75f68415,Headphones,2,3,Houston,USA,IL,7681 Oak St,75714,,2024-04-08 18:49:40,c7a2f362-b54a-4690-a10e-19d158337f34
Health,a64da74b,False,Gift Card,701.1,08d703d0,Thermometer,6,,Houston,USA,CA,7326 Main St,11748,new,2024-04-01 08:41:40,f406802e-2eff-49d4-8b3f-8acf8f56720a
Grocery,fe9bcc3b,True,Debit Card,826.65,5b105248,Snacks,3,1,Phoenix,USA,IL,6488 Cedar St,54180,"exclusive,sale",2024-06-16 18:25:40,2d76c3d1-2027-4737-94c7-15bd882aad5a
Clothing,e9e488cb,True,Debit Card,736.45,3ae9f856,Jeans,3,4,Chicago,USA,NY,2232 Main St,68254,,2025-01-06 06:32:40,0c0aab98-7423-45b5-9488-14bd1a4c6077
Electronics,71a72a20,False,PayPal,256.83,e1cf5ff5,Smart Watch,6,,Chicago,USA,IL,2988 Oak St,76933,"sale,trending,exclusive",2024-05-22 22:49:40,d2617785-830e-46d4-8252-7f9ce4b7d73e
Automotive,6a3fb0e3,True,Credit Card,766.75,b85746fe,Car Wax,9,,Los Angeles,USA,TX,5818 Main St,29525,trending,2024-12-19 15:08:40,02908bdb-20dc-4183-9cd3-e5fe3382e41b
Clothing,50ed0e76,False,Credit Card,669.44,aa1e083c,Shoes,1,5,Houston,USA,NY,958 Cedar St,61186,"limited,trending,sale",2024-08-26 16:10:40,5fb1facc-c960-43c0-ac67-b23721467e10
Health,6b289a13,True,Debit Card,272.46,2c5bc551,Bandages,9,5,Houston,USA,IL,4899 Cedar St,80781,exclusive,2024-10-21 10:10:40,d1259e27-3a8a-43d1-b97f-07f80ef559d9
Health,9ea05a55,True,Gift Card,289.14,2e980e1a,Bandages,10,4,Chicago,USA,IL,7888 Main St,10078,"limited,exclusive",2024-10-29 16:39:40,114b7743-c532-4cb4-bd13-607e679eb824
Beauty,0a6cda64,False,Credit Card,449.68,76a2ca01,Shampoo,9,4,New York,USA,TX,4923 Oak St,48587,,2024-08-08 01:00:40,ad5ba979-e1e3-4920-8978-5fe9ea8b8c41
Books,dababeb6,True,PayPal,871.05,9ed720a6,Fiction Novel,4,,New York,USA,CA,6806 Main St,62832,"exclusive,trending",2024-10-28 13:04:40,93b732e9-dd89-45a6-b875-cb4cb63840b2
Clothing,849914c9,True,PayPal,35.52,e9b8d0b0,Jacket,9,1,Chicago,USA,NY,9796 Oak St,41254,"trending,new",2024-06-17 13:43:40,baaeabdf-fed8-4729-941b-a791dc499e7b
Clothing,48d43e5e,False,Gift Card,969.62,a84b7204,Dress,8,5,Chicago,USA,TX,683 Pine St,94215,"sale,new,exclusive",2024-10-08 02:50:40,42c4919a-386c-486a-9f76-9cc3669246c6
Grocery,c91f8d5f,True,PayPal,186.65,075a5775,Canned Goods,7,4,New York,USA,CA,3171 Pine St,86185,trending,2024-06-27 09:56:40,0df91cbc-dddb-4ba4-8ee4-53b49a0086d9
Beauty,1795a079,False,Credit Card,103.84,ca067357,Shampoo,6,1,New York,USA,IL,3206 Cedar St,98602,limited,2024-05-17 22:22:40,f778dcf3-4a0e-4c3d-8ea1-00c7c5fdccd6
Sports,d4bcb4bb,False,PayPal,513.66,9c82b39d,Bicycle,7,4,Phoenix,USA,AZ,2673 Cedar St,66103,limited,2024-11-14 06:07:40,1e5d1088-75a0-4f53-8344-5549c4d3d0e5
Grocery,42382677,False,Cash,800.58,078a99cb,Canned Goods,8,,Houston,USA,NY,5322 Oak St,23522,limited,2024-06-19 14:30:40,7ac7fb99-e84e-44c5-a519-8154d46b55b9
Grocery,22281305,True,Bank Transfer,164.25,0dc80410,Snacks,10,,Los Angeles,USA,TX,1895 Pine St,60405,exclusive,2024-08-31 23:16:40,376e1ea0-21c3-4d7b-8ccb-e59ba6bd5409
Home & Kitchen,a6cecc1f,False,PayPal,602.15,f9735355,Microwave,8,2,Chicago,USA,TX,6809 Maple St,36482,"limited,exclusive",2024-12-26 13:06:40,e2ac1360-dfa7-4d67-90a2-52e34f879796
Grocery,a007d146,True,PayPal,143.71,bf3712f2,Cereal,6,,Los Angeles,USA,NY,1287 Maple St,97527,new,2024-12-31 08:23:40,3eede1bb-a76c-477d-a6ac-f0446f354c7b
Automotive,06a0f17f,False,PayPal,161.47,cd871bf9,Tire Gauge,2,,Houston,USA,IL,3661 Main St,17492,,2024-06-19 18:42:40,140ed76e-4583-4993-9ff2-1deddfa1d9f1
Toys,4b0f9b26,True,Gift Card,167.93,a162f70d,Action Figure,5,4,Houston,USA,AZ,9881 Maple St,44569,"exclusive,limited",2024-07-22 18:44:40,090fa6cc-f137-4257-9a07-9b4bfca89dfc
Sports,bb6d9c58,True,Gift Card,124.73,f649e3e9,Basketball,9,,Chicago,USA,AZ,1835 Maple St,47851,,2025-02-14 21:26:40,63599bb6-1abe-4ae4-bf6f-4e77d4169f35
Clothing,92d0fd80,True,Debit Card,180.07,ea4b7562,Jacket,9,3,Phoenix,USA,TX,4119 Pine St,74215,"exclusive,sale",2025-01-04 10:43:40,6a27de89-90b0-4103-9b38-0a1d9516674f
Toys,7ca540bf,False,Credit Card,342.41,c3448e84,Board Game,3,2,Los Angeles,USA,NY,8596 Main St,42232,"limited,sale",2025-02-06 17:58:40,029a29af-9515-4e30-af85-8cce2f9614dd
Grocery,3364caad,True,Cash,754.77,81b6d62b,Coffee,4,,Phoenix,USA,TX,9280 Maple St,99396,new,2024-08-10 06:12:40,3fbc5bc0-fe41-4326-bab5-6fd22a6f5e7b
Clothing,87733145,False,Debit Card,565.03,79f4a398,Jacket,2,,Phoenix,USA,IL,9140 Cedar St,19253,"exclusive,limited,new",2024-06-26 19:17:40,27248102-dab3-4123-b029-bab1a582bb86
Grocery,486450ef,True,PayPal,63.19,3da8b698,Snacks,6,,New York,USA,IL,3919 Oak St,57562,"limited,new,sale",2024-09-05 22:45:40,a5338e3c-3d34-43c3-bb5b-b3ed9706576e
Home & Kitchen,e6c1e277,True,Credit Card,230.78,fb693ab0,Blender,6,4,Chicago,USA,CA,1809 Main St,60401,"sale,new",2024-12-21 20:27:40,aec7e422-b2cb-4b6a-a456-b29c4fbd1676
Clothing,60f616da,True,Cash,425.44,6c9eaf74,Shoes,10,1,Los Angeles,USA,TX,9003 Oak St,74201,"exclusive,trending",2024-07-18 12:14:40,f4e0ef6a-d3de-406e-b3f5-96232ea83b0e
Books,59e79a48,False,Debit Card,293.62,135d8073,History,8,,New York,USA,CA,6185 Pine St,33485,"exclusive,new,trending",2024-11-23 21:24:40,cc3b31d1-cefe-4067-bc8e-c9a8d4538e97
Sports,08f453cb,True,Bank Transfer,787.45,f0e1854a,Basketball,1,2,New York,USA,NY,8793 Main St,55820,,2024-10-15 13:18:40,346810ea-dbf2-406e-a6ff-4f45297643d7
Books,316248ec,True,PayPal,583.05,fe2d6acc,Fiction Novel,8,4,Chicago,USA,CA,5848 Main St,61509,new,2025-02-06 23:28:40,3c178384-facb-44fd-befb-bf15e680ca1a
Automotive,8a8d509d,True,Cash,131.05,1918cd8d,Air Freshener,1,5,Los Angeles,USA,TX,5164 Cedar St,81108,"exclusive,sale",2024-08-18 11:41:40,4889275e-ad3c-4136-93cb-2a4203f2f9fe
Clothing,964414a6,True,Credit Card,611.79,2f695eab,Jeans,10,4,New York,USA,IL,8769 Cedar St,57283,"trending,limited",2024-04-14 17:15:40,129b5f75-8f68-4193-bfb8-d17da327766b
Grocery,bad2ef03,False,Debit Card,706.69,4ea509bb,Canned Goods,6,3,New York,USA,IL,4913 Maple St,71947,"limited,sale,trending",2024-04-14 06:33:40,42f63038-fda7-40e1-a06e-7f7745107bcf
Beauty,743fc343,False,Debit Card,185.32,8f5b35ca,Perfume,8,,Chicago,USA,CA,3002 Oak St,97725,exclusive,2024-05-07 20:43:40,84e02ebb-8dd5-48e5-9833-cf5a7c65bc51
Electronics,393e0567,True,Gift Card,289.63,c5130eb6,Tablet,2,3,Chicago,USA,AZ,5426 Main St,95970,"trending,new",2024-10-20 11:37:40,df679fc6-c980-490f-a277-65bcdda559a7
Grocery,d170615e,False,Gift Card,429.45,88d2ac36,Canned Goods,6,,Chicago,USA,TX,3535 Pine St,27509,limited,2024-07-25 10:56:40,2ea8e8de-fd52-4c41-9873-67be71ca063f
Clothing,75234989,False,Credit Card,759.74,5a859cef,Hat,6,3,Los Angeles,USA,NY,750 Pine St,10498,trending,2024-07-18 10:54:40,bc9e2a30-4289-4811-92dd-68a7c3ac9dc1
Grocery,cc04e829,False,Debit Card,412.31,cdea4398,Cereal,8,2,Phoenix,USA,CA,8693 Cedar St,55265,"trending,sale",2025-01-11 05:19:40,b26b5226-aae6-4401-a6fa-984882956a6d
Home & Kitchen,ae38259c,True,Credit Card,239.17,4b16c5c1,Knife Set,8,2,Los Angeles,USA,NY,9163 Maple St,51496,,2024-07-24 07:11:40,73028c60-3612-441e-b47b-ff67d848d7d9
Clothing,e8c91401,True,Cash,423.1,5c4a45a6,Socks,4,2,Chicago,USA,CA,2594 Maple St,61726,"new,limited",2025-03-12 14:40:40,facf82b7-92ee-4067-8005-3ef13e61749d
Home & Kitchen,900cbb2d,True,Cash,449.46,8a3a336c,Coffee Maker,5,1,Los Angeles,USA,AZ,6571 Main St,34777,"sale,trending,exclusive",2024-11-29 07:14:40,c95743e0-0164-4ca9-ad75-544f0b1d3c96
Home & Kitchen,ec6248ac,False,Debit Card,475.51,fd9d9deb,Knife Set,1,,Houston,USA,TX,3184 Cedar St,57140,"limited,sale,new",2024-08-01 04:07:40,0d57dc57-08e8-4ae1-936b-830c73ba4f52
Clothing,801e32cb,False,Cash,834.58,4425eec2,Dress,6,,Los Angeles,USA,TX,9242 Oak St,86134,"sale,limited",2024-12-11 08:06:40,248b2649-d623-43fe-b7be-3dbad860f940
Toys,dad90264,True,Bank Transfer,936.47,ae80c6d6,Board Game,2,1,Houston,USA,AZ,1126 Cedar St,25826,"exclusive,new",2025-01-15 12:27:40,2bda9d9b-db91-435c-bdef-5cab52ce883b
Automotive,57918bb7,False,Gift Card,35.62,f42e014a,Jump Starter,9,,Houston,USA,AZ,1966 Pine St,91129,"limited,sale,trending",2025-01-21 21:58:40,18d3e7dc-4649-43fc-95cf-6419ac225bda
Grocery,7c99935d,True,Bank Transfer,21.79,d14c7053,Canned Goods,4,5,Chicago,USA,IL,2870 Main St,90039,sale,2024-12-04 22:17:40,263724fb-6325-4f54-a0a7-2f46f0602a35
Beauty,9c69911f,True,PayPal,262.16,e26e6022,Lipstick,6,,Houston,USA,AZ,8197 Pine St,49247,"limited,trending,new",2024-12-20 17:15:40,e149605a-c2a9-4ea7-8f12-22681ec8e121
Automotive,ddb1c6f3,True,Gift Card,278.83,0ec68440,Jump Starter,5,1,Phoenix,USA,CA,9839 Main St,64581,,2024-10-03 21:06:40,2393ad7b-a86e-4b2e-b4a7-0773709a524f
Sports,2c2e0404,True,Cash,400.47,47bd948b,Bicycle,7,3,Chicago,USA,NY,3173 Maple St,75549,,2024-11-26 16:56:40,5aaeb7c5-bff0-4886-a085-e21c1456da62
